epoch,training,test
0,0.20833333333333334,0.35714285714285715
1000,0.9782608695652174,0.8333333333333334
2000,0.9574468085106383,0.8571428571428571
3000,0.9574468085106383,0.8571428571428571
4000,0.9574468085106383,0.8571428571428571
5000,0.9574468085106383,0.8571428571428571
6000,0.9574468085106383,0.8571428571428571
7000,0.9574468085106383,0.8571428571428571
8000,0.9574468085106383,0.8571428571428571
9000,0.9574468085106383,0.8571428571428571
10000,0.9574468085106383,0.8571428571428571
11000,0.9574468085106383,0.8571428571428571
12000,0.9574468085106383,0.8571428571428571
13000,0.9574468085106383,0.8571428571428571
14000,0.9574468085106383,0.8571428571428571
15000,0.9574468085106383,0.8571428571428571
16000,0.9574468085106383,0.8571428571428571
17000,0.9574468085106383,0.8571428571428571
18000,0.9574468085106383,0.8571428571428571
19000,0.9574468085106383,0.8571428571428571
20000,0.9574468085106383,0.8571428571428571
21000,0.9574468085106383,0.8571428571428571
22000,0.9574468085106383,0.8571428571428571
23000,0.9574468085106383,0.8571428571428571
24000,0.9574468085106383,0.8571428571428571
25000,0.9574468085106383,0.8571428571428571
26000,0.9574468085106383,0.8571428571428571
27000,0.9574468085106383,0.8571428571428571
28000,0.9574468085106383,0.8571428571428571
29000,0.9574468085106383,0.8571428571428571
30000,0.9574468085106383,0.8571428571428571
31000,0.9574468085106383,0.8571428571428571
32000,0.9574468085106383,0.8571428571428571
33000,0.9574468085106383,0.8571428571428571
34000,0.9574468085106383,0.8571428571428571
35000,0.9574468085106383,0.8571428571428571
36000,0.9574468085106383,0.8571428571428571
37000,0.9574468085106383,0.8571428571428571
38000,0.9574468085106383,0.8571428571428571
39000,0.9574468085106383,0.8571428571428571
40000,0.9574468085106383,0.8571428571428571
41000,0.9574468085106383,0.8571428571428571
42000,0.9574468085106383,0.8571428571428571
43000,0.9574468085106383,0.8571428571428571
44000,0.9574468085106383,0.8571428571428571
45000,0.9574468085106383,0.8571428571428571
46000,0.9574468085106383,0.8571428571428571
47000,0.9574468085106383,0.8571428571428571
48000,0.9574468085106383,0.8571428571428571
49000,0.9574468085106383,0.8571428571428571
50000,0.9574468085106383,0.8571428571428571
51000,0.9574468085106383,0.8571428571428571
52000,0.9574468085106383,0.8571428571428571
53000,0.9574468085106383,0.8571428571428571
54000,0.9574468085106383,0.8571428571428571
55000,0.9574468085106383,0.8571428571428571
56000,0.9574468085106383,0.8571428571428571
57000,0.9574468085106383,0.8571428571428571
58000,0.9574468085106383,0.8571428571428571
59000,0.9574468085106383,0.8571428571428571
60000,0.9574468085106383,0.8571428571428571
61000,0.9574468085106383,0.8571428571428571
62000,0.9574468085106383,0.8571428571428571
63000,0.9574468085106383,0.8571428571428571
64000,0.9574468085106383,0.8571428571428571
65000,0.9574468085106383,0.8571428571428571
66000,0.9574468085106383,0.8571428571428571
67000,0.9574468085106383,0.8571428571428571
68000,0.9574468085106383,0.8571428571428571
69000,0.9574468085106383,0.8571428571428571
70000,0.9574468085106383,0.8571428571428571
71000,0.9574468085106383,0.8571428571428571
72000,0.9574468085106383,0.8571428571428571
73000,0.9574468085106383,0.8571428571428571
74000,0.9574468085106383,0.8571428571428571
