Index,Error,Beta
0,1.910223537361348,2
25,1.6848035714745875,2
50,1.2903731237938223,2
75,0.07938444360620626,2
100,0.009874614132728374,2
125,0.006212189513351444,2
150,0.003509681030807729,2
175,0.0025920823549617387,2
200,0.0018404090766134772,2
225,0.001498286033184857,2
250,0.0012095765907198686,2
275,0.0010397772001203391,2
