Pokemon,Pokeball,Catch result
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
onix,heavyball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,pokeball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,True
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,True
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,True
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,ultraball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,True
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,True
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,fastball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
mewtwo,heavyball,False
